*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;32297563df1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229758201a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229765b108;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229774f83f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229776d44b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229784857e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229786606f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297937d53;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297955e38;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297a2774c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297a46697;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297b18f03;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297b383c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297c07ac0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297c25b53;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297d166dc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297d35eeb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297e0ba2b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297e291f5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32297efbc23;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32297f1a063;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322980076c7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229802cc02;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229813f6cb;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229815ebcc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298227dc7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298247c09;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298323dde;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298345372;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322984017f6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298420daf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322984ed79f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229850ce3d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322985f2a3c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322986009e6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322986eb42e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298709620;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298819077;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229883d1a0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322988f0970;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229890de37;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322989d80a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322989f6839;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298accaef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298aea47d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298bbfa1f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298bde933;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298ccb9d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298cea688;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298ddf3c4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32298e9e020;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32298ebc788;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32298f8e4c2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322990c4299;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322990e0067;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322991a549c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322991c40e4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229929a8bd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322992b8895;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229938cb92;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322993ab463;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229948042d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229949e811;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229956de59;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229958c141;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322996633b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299681b31;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299753b1e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299771e1d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229984c5c4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229986a70c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229994ba12;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322999697f4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299a720c4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299a91d85;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299b71c0c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299b977ca;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299c48110;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299c66a4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299d340bc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299d4e27f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299e1f746;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299e3eb85;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32299f0d575;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32299f30641;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a015807;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229a0347fb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a10ba53;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229a136d62;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a2196c0;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;3229a244427;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a3b45fc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229a4c3de2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229a5beb2c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229a5db038;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a6b8f07;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229a734e46;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229a7db7de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229a8bba0c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229a9ae973;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229a9cd74a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229aaa5280;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229aac417f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229ab99200;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229abb7828;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229ac9f1e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229acc0b25;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229ada9273;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229adc5801;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229aea08d4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229aebeb30;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229afa16e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b094218;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229b0b2696;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b1bbacf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b22dc77;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229b296905;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b2b7061;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b3aff24;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b3d1318;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b4bad67;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b5b0fa9;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229b5d37d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b6bb95a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b6dd3cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b7bf6e4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b7dfbbc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b8b4ea3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229b8d3acc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229b9a8a66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229b9c75da;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229ba98094;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229bab8bea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229bb989de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229bbb5b5e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229bc9fb20;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229bda284e;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;3229bdbfa2a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229be95b76;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229beb307a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229bfb6e99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c0b56c8;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229c0e0309;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c1c5ecc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c1e4162;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c2b3ab4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c2d4a79;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c3b471f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c3d0177;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c4a7d62;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c4c7285;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c5a51d5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c5c1df4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c6ae8b9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c7790a6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229c7971d6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c8685a8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229c88896e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229c98a43b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229ca98e4c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229cb78f3c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229cb97542;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229cc841c0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229cceef8c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229cd0fd60;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229cdf80e1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229ce231b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229cf0ccab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229cf2aa2e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229cffc8c6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d01865d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d106312;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d124a6c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d1f78aa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d215cb0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d308d77;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d32563a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d3fa3b9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d41838d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d4edc2b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d50c48f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d5dc77c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d5fab8f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d6c93d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d6e8372;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d7e9e72;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d892242;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229d8af74f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229d97011e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229d98f408;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229da5dc55;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229da7cfdb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae1a5c6b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae1c4d3a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae2958a2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae2b3965;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae38f01b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae3ad6c7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae481307;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae49eecc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae5742d4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae592d38;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae6691b3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae687608;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae792193;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae88c46c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322ae8ac967;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ae984f41;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ae9a3635;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aea7299a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aea91497;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aeb60d5d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aeb7f06b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aec586ad;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aec75cd6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aed4cac9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aed6a34e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aee3e105;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aee5c2b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322aef2a786;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322aef49d24;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af0159e9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af03442e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af12605a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af148cf1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af24ea87;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af27182e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af33acc9;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322af360b83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af418747;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af43efc7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af533fe6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af553c7b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af63da51;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322af65ebf0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322af72cc8a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b33c7c0b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b34cd975;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b34ec0d3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b35b3c28;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b35e57df;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b36d6236;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b36f5829;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b37d0b99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b37eebda;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b38c74e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b38e8109;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b39b2b63;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b39d1e50;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b3aafb01;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b3b96d63;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b3bb5ad3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b3c9d40e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b3d93f9c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b3db262a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b3e8a853;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b3ea9d0d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b3f7ed4a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b3f9dd83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b406d0aa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b408fea3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b417d088;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b419c700;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b42682d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b428659c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b434e1ca;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b436c936;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b443cc51;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b445aba4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4527708;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b45461b7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4630313;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b465aadc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b472e2e4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b474cd1b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b481ecb3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b483d153;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b490eaab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b492d56f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b49fa3ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4a1ee73;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4aebfe0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4b0b126;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4bd72fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4bf4d5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4cd5bf2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4cf61bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4dca8b3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4de8c16;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4eb56cf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b4ed45ac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b4fb6696;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b50acea7;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b50ccd89;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5199a5a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b52002ec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5220958;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b52f8d66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5316547;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b53f050b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b540f5a0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b54df036;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b54fdb07;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b55dc13a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b55f72e3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b56cd716;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b56ebc9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b57c4049;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b57e20a2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b58b4f16;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b58d3da1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b59cbd71;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5aedb41;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b5b0c487;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5bdbd61;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5bfa98a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5cccf8d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5cebfe2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5dbcae6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5dda349;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5eb0691;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5ecf2f7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b5fa34ad;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b5fc1de2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b609d192;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b60bc021;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b61919b3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b61af438;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b62836af;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b62d277c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b63bbcae;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;322b63d918d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b64a8244;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b64c68a9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b65997ee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b65b7027;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b669eee9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b66c1d1f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b67a06a6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b67c44f6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6897bac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b68b6a6e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6991875;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b69afdcd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6a82f14;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6aa20dc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6b73b67;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6b92074;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6c62f63;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6c8411c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6d790d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6d9860d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6e6a8ea;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6e8dbe0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b6f62172;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b6f808ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7093b85;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b70badbb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7171e04;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;322b719dd0a;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b72a2886;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b72c078e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b738c755;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b73ad9c7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b7499d47;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b74b82f3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b758cda3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322b767a4af;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322b76989e1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322b776e716;txs;50:eb:71:92:80:33;2;2;0;279;1
