*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;7ae61a5ca88;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61a770e6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61b2245d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61b46829;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61c0ec4d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61c2d496;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61cd7cbe;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61cf81cb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61dbbc0e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61ddb603;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61e87345;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61ea8743;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae61f9de0b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae61fbc43c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6206b46c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62077b95;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6207a578;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6218c116;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae621a89bb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6225a84f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6227861f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62314896;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6233b05e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae623dd943;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62490f14;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae624b133c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae625497ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6256c615;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae625ff710;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6262b3ef;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae626daa6c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae626fd3a1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae627a57fe;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae627c5fcc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62857208;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae628820a7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6293a8cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae629db613;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae62a0bf0a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62ae1035;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62b00a20;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62ba2f20;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62c5bc14;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae62c7d621;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62d19600;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62d3bc54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62dd15c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62df8159;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62e9613e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62eb66fd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae62f515d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae62f72667;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63011f04;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63019352;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae630c50ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae630eacc3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6318c71e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae631ab717;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae632405f6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae632619b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63320986;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae633ee873;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae6340a349;stats;50:eb:71:92:80:33;279;3e8;2f2;cb;cb;562402;5640fe
phy1;7ae634283b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae634d54ca;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae634fa56a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae635914a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae635b2dd8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6365bd37;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae636657db;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63711b19;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63731d0b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae637dd424;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6387a3e1;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae6389bb4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae639432b8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae639619e9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63a02642;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63a1f54f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63ac98bf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63b721b2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae63b9d775;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63c4b2f9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63c6fd10;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63e13588;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae63ea1870;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae63ee07b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae63fa8985;txs;50:eb:71:92:80:33;8;8;0;279;1
phy1;7ae640d0fae;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae64137f37;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6417e1a3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae641f0f14;txs;50:eb:71:92:80:33;b;b;0;279;1
phy1;7ae642b9baf;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae642daecc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6437c3ee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae6439dbba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae64436a46;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae644532ba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae644f098a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae64512803;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae6459e292;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae645cff4c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae72ced39c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae72d0e2ee;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae72dd40ef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae72dfb60f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae72edb81a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae72ef9e9e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae72fd0976;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae72ff0fd5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae730ba6cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae730db527;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae7319b934;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae731bcb3d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73281a54;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae732a1caa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae7339767f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae7348143c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae734a156d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae7359d059;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae735bd47a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae736866f0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae736a69df;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73789fff;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae737ab031;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73868b6e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae738870ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae7395a6a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae7397a842;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73a571e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae73a77c74;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73b3c5ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae73b5cdd7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73c25978;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae73c4616c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae73d0b9b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae81c480af;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae81c626c3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae81cf465a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae81d26f00;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae81dfdcc5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae81ea4127;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae81f67b3c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae81f93010;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae820346d0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82051cde;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae820f8ac1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82118261;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae821a6bc1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae821d5529;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae8226d4fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae8228dfba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82349f28;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82445096;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae82462729;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82550f43;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae8256ebd1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae8262841c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82647ba7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae826e07b5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae8270ed2b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae827a9175;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae827ca746;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae8287e677;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82923a7f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae82940ea8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82a06e70;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82a23c2a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82addd03;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82afa1d6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82ba1596;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82bbd936;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82bc21d4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82bedb99;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82c12d1c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82c7ecf6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82cccbf7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82d898d0;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7ae82da6f4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82e59e49;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82e78e5d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae82f20472;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae82fd062d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae82fefad2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae83080a45;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae830a9842;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae8315d21b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae8317aa1d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae83214131;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;ee82ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae90f101ac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae90ffc291;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9101b49d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae910c12d4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae910eacf4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91202bcb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae912183f3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae912a8352;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae912dda6b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae912f775b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae913dcab8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91401695;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae914daca7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae914f93ed;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae915a4972;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae915c7eeb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91690411;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae916b7d36;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae917b2403;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae917d2a56;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae918769fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9189f35c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae919848de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae919a7c9f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91a7dd82;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91a9a679;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91b64ef5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91b806ea;stats;50:eb:71:92:80:33;279;3dc;2f2;b5;b5;562e6e;564b70
phy1;7ae91ca116d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae91cc1c97;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91d672a3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91d8eb5b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91e6eca5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91e8c90a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae91f33a59;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae91f56a4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9202bf39;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9204cb0c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae920ea304;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae92110fbe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae921f4636;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae92213ffe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae922eba7e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9230a0c4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9239c7fc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae923b4021;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9240a078;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9241aa05;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae924ce038;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae924d838c;txs;50:eb:71:92:80:33;1;1;0;279,278;1,1
phy1;7ae924dd362;txs;50:eb:71:92:80:33;1;1;0;279,278;1,1
phy1;7ae9266d54d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae9ed60573;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9ed8193e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9ee87178;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9eea5ecd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9ef591be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9ef798a5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f0566db;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f0728af;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f123572;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f149452;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f2271dc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f249409;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f328ec0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f346e87;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f419d70;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f4dffdd;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7ae9f50214f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f5d4940;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f5f0ec7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f6ab4b2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f6b8c2c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f7fbf83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f81a569;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f8cda34;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f8ed86e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9f9a1a49;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9f9c3183;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fa53f52;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fa64d62;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fb1e17b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fb36d45;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fbe6cac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fc05f45;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fcb298c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fcd3fab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fd879f2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fda48a0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fe3f66f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9fe60ea9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9ff06708;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9ff25a9f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7ae9ffd7539;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7ae9fff106a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea00331be;stats;50:eb:71:92:80:33;279;3e6;2f2;ba;ba;563138;564e3c
phy1;7aea00d44ea;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea00f4130;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea01a9b2d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea01cd2f3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea028aa99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea033c57d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aea040dc23;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aea042c52e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea04cfbec;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea04f096a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea058d11d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea05b0c94;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea063b5f6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea066b1eb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea0708a09;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aea071120d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea0713bba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea07c1260;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea07e89a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aea0882b3e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeafb2102c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeafbd6a95;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeafc956de;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeafd887d3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeafda7e14;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeafe51f50;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeafe72fcd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeaff5ab22;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0063f6f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb0080eb2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb014dbf5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb016bd4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0292978;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb02b967a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb03b2728;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb03d6235;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb04be9fa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb04dad41;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb05ccbc6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb05e3674;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7aeb065abea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb067025e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb06bbed1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb06e6ce2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb07c7e79;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb087bd81;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb08b52ec;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7aeb094d96f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb09726f1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0a556a6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0a7451f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0b3c123;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0b5e1da;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0c763a0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0c9e3c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0d6ae78;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0d888b5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0e426a6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0e5f654;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb0f39574;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb0f570f8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb102daf8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb1056e2e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;1477c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb11667c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb120896f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb1230838;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb1313745;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb133010f;txs;50:eb:71:92:80:33;1;1;0;279;1
